sample_idx,silent_us,silent_ms,frame_bytes
3305,147,0.147,23
3306,143,0.143,23
3307,147,0.147,23
3308,149,0.149,23
3309,150,0.15,23
3310,145,0.145,23
3311,148,0.148,23
3312,145,0.145,23
3313,147,0.147,23
3314,144,0.144,23
3315,155,0.155,23
3316,145,0.145,23
3317,154,0.154,23
3318,143,0.143,23
3319,147,0.147,23
3320,145,0.145,23
3321,154,0.154,23
3322,144,0.144,23
3323,148,0.148,23
3324,144,0.144,23
3325,148,0.148,23
3326,143,0.143,23
3327,153,0.153,23
3328,144,0.144,23
3329,148,0.148,23
3330,144,0.144,23
3331,148,0.148,23
3332,142,0.142,23
3333,148,0.148,23
3334,149,0.149,23
3335,150,0.15,23
3336,144,0.144,23
3337,145,0.145,23
3338,144,0.144,23
3339,149,0.149,23
3340,150,0.15,23
3341,147,0.147,23
3342,144,0.144,23
3343,147,0.147,23
3344,143,0.143,23
3345,150,0.15,23
3346,141,0.141,23
3347,151,0.151,23
3348,142,0.142,23
3349,148,0.148,23
3350,144,0.144,23
3351,143,0.143,23
3352,139,0.139,23
3353,155,0.155,23
3354,148,0.148,23
3355,150,0.15,23
3356,146,0.146,23
3357,151,0.151,23
3358,145,0.145,23
3359,152,0.152,23
3360,150,0.15,23
3361,148,0.148,23
3362,142,0.142,23
3363,149,0.149,23
3364,143,0.143,23
3365,145,0.145,23
3366,147,0.147,23
3367,150,0.15,23
3368,141,0.141,23
3369,149,0.149,23
3370,145,0.145,23
3371,148,0.148,23
3372,144,0.144,23
3373,151,0.151,23
3374,147,0.147,23
3375,149,0.149,23
3376,145,0.145,23
3377,149,0.149,23
3378,145,0.145,23
3379,154,0.154,23
3380,146,0.146,23
3381,145,0.145,23
3382,140,0.14,23
3383,148,0.148,23
3384,142,0.142,23
3385,149,0.149,23
3386,145,0.145,23
3387,147,0.147,23
3388,142,0.142,23
3389,149,0.149,23
3390,142,0.142,23
3391,149,0.149,23
3392,150,0.15,23
3393,145,0.145,23
3394,144,0.144,23
3395,147,0.147,23
3396,143,0.143,23
3397,148,0.148,23
3398,149,0.149,23
3399,149,0.149,23
3400,144,0.144,23
3401,149,0.149,23
3402,143,0.143,23
3403,148,0.148,23
3404,143,0.143,23
3405,153,0.153,23
3406,145,0.145,23
3407,150,0.15,23
3408,144,0.144,23
3409,147,0.147,23
3410,148,0.148,23
3411,152,0.152,23
3412,144,0.144,23
3413,148,0.148,23
3414,143,0.143,23
3415,147,0.147,23
3416,144,0.144,23
3417,149,0.149,23
3418,151,0.151,23
3419,150,0.15,23
3420,140,0.14,23
3421,147,0.147,23
3422,142,0.142,23
3423,146,0.146,23
3424,148,0.148,23
3425,147,0.147,23
3426,145,0.145,23
3427,149,0.149,23
3428,145,0.145,23
3429,148,0.148,23
3430,140,0.14,23
3431,154,0.154,23
3432,141,0.141,23
3433,147,0.147,23
3434,145,0.145,23
3435,148,0.148,23
3436,145,0.145,23
3437,151,0.151,23
3438,144,0.144,23
3439,148,0.148,23
3440,141,0.141,23
3441,144,0.144,23
3442,145,0.145,23
3443,147,0.147,23
3444,148,0.148,23
3445,154,0.154,23
3446,144,0.144,23
3447,148,0.148,23
3448,145,0.145,23
3449,148,0.148,23
3450,144,0.144,23
3451,149,0.149,23
3452,142,0.142,23
3453,144,0.144,23
3454,144,0.144,23
3455,148,0.148,23
3456,145,0.145,23
3457,154,0.154,23
3458,144,0.144,23
3459,149,0.149,23
3460,145,0.145,23
3461,144,0.144,23
3462,144,0.144,23
3463,154,0.154,23
3464,144,0.144,23
3465,150,0.15,23
3466,143,0.143,23
3467,148,0.148,23
3468,145,0.145,23
3469,152,0.152,23
3470,145,0.145,23
3471,150,0.15,23
3472,144,0.144,23
3473,144,0.144,23
3474,145,0.145,23
3475,147,0.147,23
3476,144,0.144,23
3477,149,0.149,23
3478,144,0.144,23
3479,148,0.148,23
3480,143,0.143,23
3481,148,0.148,23
3482,148,0.148,23
3483,150,0.15,23
3484,146,0.146,23
3485,148,0.148,23
3486,144,0.144,23
3487,147,0.147,23
3488,144,0.144,23
3489,154,0.154,23
3490,144,0.144,23
3491,149,0.149,23
3492,145,0.145,23
3493,144,0.144,23
3494,145,0.145,23
3495,152,0.152,23
3496,146,0.146,23
3497,149,0.149,23
3498,145,0.145,23
3499,149,0.149,23
3500,143,0.143,23
3501,149,0.149,23
3502,147,0.147,23
3503,145,0.145,23
3504,142,0.142,23
3505,149,0.149,23
3506,144,0.144,23
3507,1978,1.978,23
3508,159,0.159,23
3509,162,0.162,23
3510,152,0.152,23
3511,154,0.154,23
3512,146,0.146,23
3513,146,0.146,23
3514,145,0.145,23
3515,157,0.157,23
3516,146,0.146,23
3517,150,0.15,23
3518,146,0.146,23
3519,148,0.148,23
3520,143,0.143,23
3521,151,0.151,23
3522,148,0.148,23
3523,147,0.147,23
3524,145,0.145,23
3525,149,0.149,23
3526,145,0.145,23
3527,150,0.15,23
3528,149,0.149,23
3529,150,0.15,23
3530,150,0.15,23
3531,144,0.144,23
3532,143,0.143,23
3533,148,0.148,23
3534,142,0.142,23
3535,154,0.154,23
3536,144,0.144,23
3537,150,0.15,23
3538,145,0.145,23
3539,148,0.148,23
3540,144,0.144,23
3541,155,0.155,23
3542,140,0.14,23
3543,144,0.144,23
3544,143,0.143,23
3545,149,0.149,23
3546,145,0.145,23
3547,149,0.149,23
3548,147,0.147,23
3549,148,0.148,23
3550,143,0.143,23
3551,148,0.148,23
3552,143,0.143,23
3553,147,0.147,23
3554,149,0.149,23
3555,148,0.148,23
3556,139,0.139,23
3557,148,0.148,23
3558,143,0.143,23
3559,147,0.147,23
3560,144,0.144,23
3561,151,0.151,23
3562,142,0.142,23
3563,148,0.148,23
3564,145,0.145,23
3565,149,0.149,23
3566,142,0.142,23
3567,148,0.148,23
3568,144,0.144,23
3569,148,0.148,23
3570,146,0.146,23
3571,147,0.147,23
3572,142,0.142,23
3573,150,0.15,23
3574,143,0.143,23
3575,144,0.144,23
3576,144,0.144,23
3577,149,0.149,23
3578,144,0.144,23
3579,149,0.149,23
3580,149,0.149,23
3581,150,0.15,23
3582,144,0.144,23
3583,149,0.149,23
3584,143,0.143,23
3585,146,0.146,23
3586,147,0.147,23
3587,150,0.15,23
3588,144,0.144,23
3589,147,0.147,23
3590,143,0.143,23
3591,147,0.147,23
3592,145,0.145,23
3593,154,0.154,23
3594,144,0.144,23
3595,148,0.148,23
3596,145,0.145,23
3597,150,0.15,23
3598,144,0.144,23
3599,152,0.152,23
3600,146,0.146,23
3601,146,0.146,23
3602,142,0.142,23
3603,145,0.145,23
3604,145,0.145,23
3605,147,0.147,23
3606,147,0.147,23
3607,147,0.147,23
3608,142,0.142,23
3609,149,0.149,23
3610,144,0.144,23
3611,149,0.149,23
3612,144,0.144,23
3613,149,0.149,23
3614,145,0.145,23
3615,152,0.152,23
3616,144,0.144,23
3617,148,0.148,23
3618,145,0.145,23
3619,154,0.154,23
3620,146,0.146,23
3621,149,0.149,23
3622,143,0.143,23
3623,148,0.148,23
3624,141,0.141,23
3625,151,0.151,23
3626,144,0.144,23
3627,149,0.149,23
3628,144,0.144,23
3629,150,0.15,23
3630,139,0.139,23
3631,149,0.149,23
3632,150,0.15,23
3633,147,0.147,23
3634,140,0.14,23
3635,146,0.146,23
3636,145,0.145,23
3637,149,0.149,23
3638,149,0.149,23
3639,147,0.147,23
3640,143,0.143,23
3641,149,0.149,23
3642,145,0.145,23
3643,146,0.146,23
3644,143,0.143,23
3645,153,0.153,23
3646,145,0.145,23
3647,148,0.148,23
3648,145,0.145,23
3649,147,0.147,23
3650,139,0.139,23
3651,154,0.154,23
3652,145,0.145,23
3653,149,0.149,23
3654,144,0.144,23
3655,146,0.146,23
3656,145,0.145,23
3657,150,0.15,23
3658,149,0.149,23
3659,150,0.15,23
3660,144,0.144,23
3661,150,0.15,23
3662,142,0.142,23
3663,149,0.149,23
3664,148,0.148,23
3665,144,0.144,23
3666,145,0.145,23
3667,146,0.146,23
3668,139,0.139,23
3669,146,0.146,23
3670,150,0.15,23
3671,149,0.149,23
3672,142,0.142,23
3673,149,0.149,23
3674,144,0.144,23
3675,147,0.147,23
3676,143,0.143,23
3677,152,0.152,23
3678,143,0.143,23
3679,149,0.149,23
3680,143,0.143,23
3681,148,0.148,23
3682,142,0.142,23
3683,150,0.15,23
3684,146,0.146,23
3685,147,0.147,23
3686,144,0.144,23
3687,149,0.149,23
3688,140,0.14,23
3689,147,0.147,23
3690,148,0.148,23
3691,150,0.15,23
3692,142,0.142,23
3693,144,0.144,23
3694,142,0.142,23
3695,147,0.147,23
3696,149,0.149,23
3697,145,0.145,23
3698,143,0.143,23
3699,149,0.149,23
3700,148,0.148,23
3701,153,0.153,23
3702,142,0.142,23
3703,151,0.151,23
3704,145,0.145,23
3705,149,0.149,23
3706,144,0.144,23
3707,149,0.149,23
3708,144,0.144,23
3709,153,0.153,23
3710,145,0.145,23
3711,148,0.148,23
3712,145,0.145,23
3713,150,0.15,23
3714,143,0.143,23
3715,143,0.143,23
3716,149,0.149,23
3717,148,0.148,23
3718,143,0.143,23
3719,145,0.145,23
3720,144,0.144,23
3721,148,0.148,23
3722,148,0.148,23
3723,153,0.153,23
3724,143,0.143,23
3725,143,0.143,23
3726,143,0.143,23
3727,149,0.149,23
3728,142,0.142,23
3729,148,0.148,23
3730,145,0.145,23
3731,147,0.147,23
3732,143,0.143,23
3733,149,0.149,23
3734,143,0.143,23
3735,147,0.147,23
3736,144,0.144,23
3737,149,0.149,23
3738,143,0.143,23
3739,146,0.146,23
3740,144,0.144,23
3741,146,0.146,23
3742,149,0.149,23
3743,153,0.153,23
3744,144,0.144,23
3745,144,0.144,23
3746,144,0.144,23
3747,148,0.148,23
3748,148,0.148,23
3749,148,0.148,23
3750,145,0.145,23
3751,148,0.148,23
3752,146,0.146,23
3753,148,0.148,23
3754,149,0.149,23
3755,149,0.149,23
3756,145,0.145,23
3757,149,0.149,23
3758,145,0.145,23
3759,146,0.146,23
3760,143,0.143,23
3761,147,0.147,23
3762,145,0.145,23
3763,147,0.147,23
3764,144,0.144,23
3765,148,0.148,23
3766,143,0.143,23
3767,147,0.147,23
3768,144,0.144,23
3769,147,0.147,23
3770,144,0.144,23
3771,147,0.147,23
3772,145,0.145,23
3773,150,0.15,23
3774,149,0.149,23
3775,142,0.142,23
3776,146,0.146,23
3777,147,0.147,23
3778,145,0.145,23
3779,147,0.147,23
3780,150,0.15,23
3781,150,0.15,23
3782,144,0.144,23
3783,149,0.149,23
3784,143,0.143,23
3785,143,0.143,23
3786,149,0.149,23
3787,152,0.152,23
3788,140,0.14,23
3789,147,0.147,23
3790,143,0.143,23
3791,147,0.147,23
3792,143,0.143,23
3793,153,0.153,23
3794,145,0.145,23
3795,148,0.148,23
3796,145,0.145,23
3797,144,0.144,23
3798,144,0.144,23
3799,146,0.146,23
3800,150,0.15,23
3801,143,0.143,23
3802,144,0.144,23
3803,149,0.149,23
3804,145,0.145,23
3805,148,0.148,23
3806,149,0.149,23
3807,150,0.15,23
3808,140,0.14,23
3809,147,0.147,23
3810,144,0.144,23
3811,149,0.149,23
3812,144,0.144,23
3813,153,0.153,23
3814,145,0.145,23
3815,146,0.146,23
3816,144,0.144,23
3817,148,0.148,23
3818,145,0.145,23
3819,151,0.151,23
3820,140,0.14,23
3821,149,0.149,23
3822,145,0.145,23
3823,147,0.147,23
3824,141,0.141,23
3825,148,0.148,23
3826,147,0.147,23
3827,149,0.149,23
3828,144,0.144,23
3829,147,0.147,23
3830,145,0.145,23
3831,150,0.15,23
3832,144,0.144,23
3833,147,0.147,23
3834,143,0.143,23
3835,148,0.148,23
3836,145,0.145,23
3837,149,0.149,23
3838,144,0.144,23
3839,154,0.154,23
3840,145,0.145,23
3841,148,0.148,23
3842,144,0.144,23
3843,149,0.149,23
3844,144,0.144,23
3845,152,0.152,23
3846,144,0.144,23
3847,149,0.149,23
3848,144,0.144,23
3849,149,0.149,23
3850,143,0.143,23
3851,152,0.152,23
3852,146,0.146,23
3853,148,0.148,23
3854,143,0.143,23
3855,146,0.146,23
3856,143,0.143,23
3857,149,0.149,23
3858,143,0.143,23
3859,148,0.148,23
3860,145,0.145,23
3861,149,0.149,23
3862,143,0.143,23
3863,149,0.149,23
3864,148,0.148,23
3865,144,0.144,23
3866,145,0.145,23
3867,148,0.148,23
3868,143,0.143,23
3869,145,0.145,23
3870,145,0.145,23
3871,157,0.157,23
3872,145,0.145,23
3873,147,0.147,23
3874,144,0.144,23
3875,149,0.149,23
3876,144,0.144,23
3877,154,0.154,23
3878,145,0.145,23
3879,149,0.149,23
3880,142,0.142,23
3881,148,0.148,23
3882,143,0.143,23
3883,147,0.147,23
3884,148,0.148,23
3885,148,0.148,23
3886,143,0.143,23
3887,149,0.149,23
3888,145,0.145,23
3889,147,0.147,23
3890,148,0.148,23
3891,148,0.148,23
3892,144,0.144,23
3893,148,0.148,23
3894,144,0.144,23
3895,146,0.146,23
3896,142,0.142,23
3897,153,0.153,23
3898,145,0.145,23
3899,149,0.149,23
3900,143,0.143,23
3901,149,0.149,23
3902,144,0.144,23
3903,153,0.153,23
3904,145,0.145,23
3905,147,0.147,23
3906,143,0.143,23
3907,147,0.147,23
3908,144,0.144,23
3909,143,0.143,23
3910,149,0.149,23
3911,148,0.148,23
3912,145,0.145,23
3913,147,0.147,23
3914,149,0.149,23
3915,150,0.15,23
3916,149,0.149,23
3917,149,0.149,23
3918,144,0.144,23
3919,149,0.149,23
3920,145,0.145,23
3921,147,0.147,23
3922,147,0.147,23
3923,149,0.149,23
3924,138,0.138,23
3925,148,0.148,23
3926,141,0.141,23
3927,148,0.148,23
3928,142,0.142,23
3929,148,0.148,23
3930,145,0.145,23
3931,148,0.148,23
3932,139,0.139,23
3933,149,0.149,23
3934,145,0.145,23
3935,149,0.149,23
3936,144,0.144,23
3937,142,0.142,23
3938,139,0.139,23
3939,149,0.149,23
3940,144,0.144,23
3941,150,0.15,23
3942,148,0.148,23
3943,150,0.15,23
3944,146,0.146,23
3945,148,0.148,23
3946,142,0.142,23
3947,143,0.143,23
3948,149,0.149,23
3949,146,0.146,23
3950,143,0.143,23
3951,147,0.147,23
3952,145,0.145,23
3953,148,0.148,23
3954,144,0.144,23
3955,152,0.152,23
3956,144,0.144,23
3957,153,0.153,23
3958,143,0.143,23
3959,148,0.148,23
3960,143,0.143,23
3961,152,0.152,23
3962,144,0.144,23
3963,148,0.148,23
3964,145,0.145,23
3965,148,0.148,23
3966,145,0.145,23
3967,149,0.149,23
3968,148,0.148,23
3969,147,0.147,23
3970,145,0.145,23
3971,149,0.149,23
3972,142,0.142,23
3973,146,0.146,23
3974,146,0.146,23
3975,144,0.144,23
3976,144,0.144,23
3977,149,0.149,23
3978,142,0.142,23
3979,148,0.148,23
3980,145,0.145,23
3981,155,0.155,23
3982,139,0.139,23
3983,149,0.149,23
3984,144,0.144,23
3985,146,0.146,23
3986,144,0.144,23
3987,154,0.154,23
3988,144,0.144,23
3989,148,0.148,23
3990,142,0.142,23
3991,148,0.148,23
3992,145,0.145,23
3993,150,0.15,23
3994,150,0.15,23
3995,149,0.149,23
3996,143,0.143,23
3997,149,0.149,23
3998,144,0.144,23
3999,152,0.152,23
4000,150,0.15,23
4001,145,0.145,23
4002,143,0.143,23
4003,149,0.149,23
4004,145,0.145,23
4005,147,0.147,23
4006,143,0.143,23
4007,149,0.149,23
4008,145,0.145,23
4009,148,0.148,23
4010,142,0.142,23
4011,150,0.15,23
4012,143,0.143,23
4013,154,0.154,23
4014,143,0.143,23
4015,150,0.15,23
4016,145,0.145,23
4017,149,0.149,23
4018,145,0.145,23
4019,154,0.154,23
4020,144,0.144,23
4021,147,0.147,23
4022,143,0.143,23
4023,148,0.148,23
4024,145,0.145,23
4025,148,0.148,23
4026,149,0.149,23
4027,148,0.148,23
4028,140,0.14,23
4029,150,0.15,23
4030,143,0.143,23
4031,148,0.148,23
4032,149,0.149,23
4033,149,0.149,23
4034,143,0.143,23
4035,143,0.143,23
4036,143,0.143,23
4037,144,0.144,23
4038,144,0.144,23
4039,151,0.151,23
4040,145,0.145,23
4041,149,0.149,23
4042,149,0.149,23
4043,147,0.147,23
4044,143,0.143,23
4045,153,0.153,23
4046,142,0.142,23
4047,149,0.149,23
4048,144,0.144,23
4049,146,0.146,23
4050,145,0.145,23
4051,143,0.143,23
4052,147,0.147,23
4053,143,0.143,23
4054,143,0.143,23
4055,149,0.149,23
4056,140,0.14,23
4057,147,0.147,23
4058,149,0.149,23
4059,150,0.15,23
4060,144,0.144,23
4061,143,0.143,23
4062,146,0.146,23
4063,145,0.145,23
4064,142,0.142,23
4065,149,0.149,23
4066,146,0.146,23
4067,148,0.148,23
4068,139,0.139,23
4069,147,0.147,23
4070,139,0.139,23
4071,150,0.15,23
4072,146,0.146,23
4073,149,0.149,23
4074,144,0.144,23
4075,146,0.146,23
4076,144,0.144,23
4077,144,0.144,23
4078,148,0.148,23
4079,147,0.147,23
4080,146,0.146,23
4081,150,0.15,23
4082,144,0.144,23
4083,147,0.147,23
4084,146,0.146,23
4085,154,0.154,23
4086,143,0.143,23
4087,147,0.147,23
4088,144,0.144,23
4089,149,0.149,23
4090,143,0.143,23
4091,153,0.153,23
4092,143,0.143,23
4093,149,0.149,23
4094,144,0.144,23
4095,145,0.145,23
4096,139,0.139,23
4097,197,0.197,23
4098,146,0.146,23
4099,148,0.148,23
4100,145,0.145,23
4101,149,0.149,23
4102,142,0.142,23
4103,149,0.149,23
4104,145,0.145,23
4105,149,0.149,23
4106,144,0.144,23
4107,145,0.145,23
4108,146,0.146,23
4109,148,0.148,23
4110,148,0.148,23
4111,149,0.149,23
4112,143,0.143,23
4113,144,0.144,23
4114,143,0.143,23
4115,150,0.15,23
4116,148,0.148,23
4117,147,0.147,23
4118,144,0.144,23
4119,149,0.149,23
4120,144,0.144,23
4121,149,0.149,23
4122,143,0.143,23
4123,153,0.153,23
4124,145,0.145,23
4125,147,0.147,23
4126,144,0.144,23
4127,152,0.152,23
4128,143,0.143,23
4129,153,0.153,23
4130,140,0.14,23
4131,145,0.145,23
4132,143,0.143,23
4133,147,0.147,23
4134,145,0.145,23
4135,147,0.147,23
4136,148,0.148,23
4137,150,0.15,23
4138,143,0.143,23
4139,148,0.148,23
4140,144,0.144,23
4141,150,0.15,23
4142,149,0.149,23
4143,150,0.15,23
4144,145,0.145,23
4145,150,0.15,23
4146,145,0.145,23
4147,143,0.143,23
4148,148,0.148,23
4149,150,0.15,23
4150,145,0.145,23
4151,150,0.15,23
4152,143,0.143,23
4153,147,0.147,23
4154,144,0.144,23
4155,150,0.15,23
4156,145,0.145,23
4157,148,0.148,23
4158,140,0.14,23
4159,148,0.148,23
4160,145,0.145,23
4161,152,0.152,23
4162,144,0.144,23
4163,150,0.15,23
4164,143,0.143,23
4165,144,0.144,23
4166,143,0.143,23
4167,150,0.15,23
4168,147,0.147,23
4169,151,0.151,23
4170,146,0.146,23
4171,149,0.149,23
4172,143,0.143,23
4173,149,0.149,23
4174,148,0.148,23
4175,148,0.148,23
4176,143,0.143,23
4177,150,0.15,23
4178,142,0.142,23
4179,148,0.148,23
4180,143,0.143,23
4181,152,0.152,23
4182,146,0.146,23
4183,144,0.144,23
4184,144,0.144,23
4185,144,0.144,23
4186,145,0.145,23
4187,152,0.152,23
4188,145,0.145,23
4189,147,0.147,23
4190,144,0.144,23
4191,148,0.148,23
4192,144,0.144,23
4193,149,0.149,23
4194,149,0.149,23
4195,161,0.161,23
4196,139,0.139,23
4197,140,0.14,23
4198,134,0.134,23
4199,145,0.145,23
4200,145,0.145,23
4201,146,0.146,23
4202,155,0.155,23
4203,150,0.15,23
4204,145,0.145,23
4205,149,0.149,23
4206,145,0.145,23
4207,154,0.154,23
4208,144,0.144,23
4209,146,0.146,23
4210,145,0.145,23
4211,148,0.148,23
4212,144,0.144,23
4213,157,0.157,23
4214,143,0.143,23
4215,148,0.148,23
4216,144,0.144,23
4217,146,0.146,23
4218,144,0.144,23
4219,150,0.15,23
4220,145,0.145,23
4221,159,0.159,23
4222,135,0.135,23
4223,146,0.146,23
4224,139,0.139,23
4225,144,0.144,23
4226,140,0.14,23
4227,144,0.144,23
4228,136,0.136,23
4229,144,0.144,23
4230,138,0.138,23
4231,145,0.145,23
4232,136,0.136,23
4233,148,0.148,23
4234,153,0.153,23
4235,150,0.15,23
4236,142,0.142,23
4237,150,0.15,23
4238,143,0.143,23
4239,149,0.149,23
4240,143,0.143,23
4241,147,0.147,23
4242,145,0.145,23
4243,148,0.148,23
4244,145,0.145,23
4245,149,0.149,23
4246,148,0.148,23
4247,145,0.145,23
4248,139,0.139,23
4249,149,0.149,23
4250,143,0.143,23
4251,143,0.143,23
4252,149,0.149,23
4253,147,0.147,23
4254,143,0.143,23
4255,151,0.151,23
4256,143,0.143,23
4257,146,0.146,23
4258,142,0.142,23
4259,151,0.151,23
4260,145,0.145,23
4261,147,0.147,23
4262,143,0.143,23
4263,147,0.147,23
4264,143,0.143,23
4265,152,0.152,23
4266,145,0.145,23
4267,147,0.147,23
4268,143,0.143,23
4269,149,0.149,23
4270,142,0.142,23
4271,146,0.146,23
4272,144,0.144,23
4273,150,0.15,23
4274,143,0.143,23
4275,147,0.147,23
4276,145,0.145,23
4277,147,0.147,23
4278,148,0.148,23
4279,148,0.148,23
4280,142,0.142,23
4281,147,0.147,23
4282,144,0.144,23
4283,150,0.15,23
4284,148,0.148,23
4285,152,0.152,23
4286,144,0.144,23
4287,148,0.148,23
4288,139,0.139,23
4289,149,0.149,23
4290,143,0.143,23
4291,153,0.153,23
4292,157,0.157,23
4293,145,0.145,23
4294,141,0.141,23
4295,145,0.145,23
4296,139,0.139,23
4297,148,0.148,23
4298,146,0.146,23
4299,159,0.159,23
4300,145,0.145,23
4301,147,0.147,23
4302,140,0.14,23
4303,148,0.148,23
4304,149,0.149,23
4305,147,0.147,23
4306,142,0.142,23
4307,144,0.144,23
4308,145,0.145,23
4309,149,0.149,23
4310,149,0.149,23
4311,149,0.149,23
4312,145,0.145,23
4313,143,0.143,23
4314,145,0.145,23
4315,147,0.147,23
4316,145,0.145,23
4317,153,0.153,23
4318,145,0.145,23
4319,147,0.147,23
4320,145,0.145,23
4321,149,0.149,23
4322,144,0.144,23
4323,153,0.153,23
4324,145,0.145,23
4325,149,0.149,23
4326,145,0.145,23
4327,146,0.146,23
4328,143,0.143,23
4329,148,0.148,23
4330,147,0.147,23
4331,146,0.146,23
4332,144,0.144,23
4333,147,0.147,23
4334,144,0.144,23
4335,149,0.149,23
4336,149,0.149,23
4337,148,0.148,23
4338,145,0.145,23
4339,144,0.144,23
4340,144,0.144,23
4341,153,0.153,23
4342,145,0.145,23
4343,148,0.148,23
4344,145,0.145,23
4345,148,0.148,23
4346,145,0.145,23
4347,148,0.148,23
4348,144,0.144,23
4349,153,0.153,23
4350,144,0.144,23
4351,149,0.149,23
4352,142,0.142,23
4353,146,0.146,23
4354,142,0.142,23
4355,153,0.153,23
4356,144,0.144,23
4357,148,0.148,23
4358,144,0.144,23
4359,149,0.149,23
4360,143,0.143,23
4361,149,0.149,23
4362,147,0.147,23
4363,148,0.148,23
4364,146,0.146,23
4365,148,0.148,23
4366,144,0.144,23
4367,147,0.147,23
4368,146,0.146,23
4369,150,0.15,23
4370,144,0.144,23
4371,147,0.147,23
4372,144,0.144,23
4373,149,0.149,23
4374,145,0.145,23
4375,153,0.153,23
4376,155,0.155,23
4377,145,0.145,23
4378,141,0.141,23
4379,145,0.145,23
4380,135,0.135,23
4381,150,0.15,23
4382,141,0.141,23
4383,163,0.163,23
4384,145,0.145,23
4385,147,0.147,23
4386,144,0.144,23
4387,150,0.15,23
4388,149,0.149,23
4389,149,0.149,23
4390,145,0.145,23
4391,147,0.147,23
4392,146,0.146,23
4393,149,0.149,23
4394,148,0.148,23
4395,147,0.147,23
4396,145,0.145,23
4397,149,0.149,23
4398,145,0.145,23
4399,149,0.149,23
4400,139,0.139,23
4401,151,0.151,23
4402,140,0.14,23
4403,149,0.149,23
4404,144,0.144,23
4405,146,0.146,23
4406,144,0.144,23
4407,152,0.152,23
4408,155,0.155,23
4409,144,0.144,23
4410,135,0.135,23
4411,144,0.144,23
4412,140,0.14,23
4413,144,0.144,23
4414,136,0.136,23
4415,160,0.16,23
4416,145,0.145,23
4417,148,0.148,23
4418,145,0.145,23
4419,147,0.147,23
4420,148,0.148,23
4421,149,0.149,23
4422,144,0.144,23
4423,148,0.148,23
4424,145,0.145,23
4425,151,0.151,23
4426,150,0.15,23
4427,148,0.148,23
4428,145,0.145,23
4429,145,0.145,23
4430,145,0.145,23
4431,149,0.149,23
4432,143,0.143,23
4433,154,0.154,23
4434,140,0.14,23
4435,149,0.149,23
4436,144,0.144,23
4437,150,0.15,23
4438,146,0.146,23
4439,154,0.154,23
4440,144,0.144,23
4441,148,0.148,23
4442,144,0.144,23
4443,144,0.144,23
4444,142,0.142,23
4445,149,0.149,23
4446,149,0.149,23
4447,160,0.16,23
4448,140,0.14,23
4449,145,0.145,23
4450,140,0.14,23
4451,141,0.141,23
4452,146,0.146,23
4453,144,0.144,23
4454,141,0.141,23
4455,143,0.143,23
4456,142,0.142,23
4457,146,0.146,23
4458,141,0.141,23
4459,149,0.149,23
4460,143,0.143,23
4461,145,0.145,23
4462,141,0.141,23
4463,145,0.145,23
4464,142,0.142,23
4465,151,0.151,23
4466,141,0.141,23
4467,146,0.146,23
4468,141,0.141,23
4469,146,0.146,23
4470,141,0.141,23
4471,145,0.145,23
4472,146,0.146,23
4473,147,0.147,23
4474,141,0.141,23
4475,140,0.14,23
4476,141,0.141,23
4477,144,0.144,23
4478,141,0.141,23
4479,145,0.145,23
4480,139,0.139,23
4481,146,0.146,23
4482,140,0.14,23
4483,143,0.143,23
4484,141,0.141,23
4485,149,0.149,23
4486,141,0.141,23
4487,144,0.144,23
4488,140,0.14,23
4489,146,0.146,23
4490,141,0.141,23
4491,144,0.144,23
4492,147,0.147,23
4493,146,0.146,23
4494,141,0.141,23
4495,147,0.147,23
4496,142,0.142,23
4497,147,0.147,23
4498,144,0.144,23
4499,146,0.146,23
4500,143,0.143,23
4501,141,0.141,23
4502,141,0.141,23
4503,145,0.145,23
4504,142,0.142,23
4505,150,0.15,23
4506,142,0.142,23
4507,145,0.145,23
4508,141,0.141,23
4509,144,0.144,23
4510,141,0.141,23
4511,153,0.153,23
4512,138,0.138,23
4513,144,0.144,23
4514,140,0.14,23
4515,145,0.145,23
4516,141,0.141,23
4517,146,0.146,23
4518,147,0.147,23
4519,146,0.146,23
4520,142,0.142,23
4521,145,0.145,23
4522,139,0.139,23
4523,145,0.145,23
4524,143,0.143,23
4525,148,0.148,23
4526,137,0.137,23
4527,146,0.146,23
4528,141,0.141,23
4529,145,0.145,23
4530,139,0.139,23
4531,150,0.15,23
4532,136,0.136,23
4533,146,0.146,23
4534,1918,1.918,23
4535,149,0.149,23
4536,153,0.153,23
4537,141,0.141,23
4538,151,0.151,23
4539,150,0.15,23
4540,146,0.146,23
4541,145,0.145,23
4542,147,0.147,23
4543,142,0.142,23
4544,147,0.147,23
4545,143,0.143,23
4546,153,0.153,23
4547,155,0.155,23
4548,150,0.15,23
4549,145,0.145,23
4550,150,0.15,23
4551,144,0.144,23
4552,154,0.154,23
4553,145,0.145,23
4554,155,0.155,23
4555,146,0.146,23
4556,149,0.149,23
4557,140,0.14,23
4558,152,0.152,23
4559,145,0.145,23
4560,160,0.16,23
4561,139,0.139,23
4562,145,0.145,23
4563,141,0.141,23
4564,146,0.146,23
4565,146,0.146,23
4566,158,0.158,23
4567,143,0.143,23
4568,149,0.149,23
4569,144,0.144,23
4570,146,0.146,23
4571,150,0.15,23
4572,149,0.149,23
4573,144,0.144,23
4574,147,0.147,23
